"","EXPID","PEAKID","YEAR","SEASON","SEASON_FACTOR","HOST","HOST_FACTOR","ROUTE1","ROUTE2","ROUTE3","ROUTE4","NATION","LEADERS","SPONSOR","SUCCESS1","SUCCESS2","SUCCESS3","SUCCESS4","ASCENT1","ASCENT2","ASCENT3","ASCENT4","CLAIMED","DISPUTED","COUNTRIES","APPROACH","BCDATE","SMTDATE","SMTTIME","SMTDAYS","TOTDAYS","TERMDATE","TERMREASON","TERMREASON_FACTOR","TERMNOTE","HIGHPOINT","TRAVERSE","SKI","PARAPENTE","CAMPS","ROPE","TOTMEMBERS","SMTMEMBERS","MDEATHS","TOTHIRED","SMTHIRED","HDEATHS","NOHIRED","O2USED","O2NONE","O2CLIMB","O2DESCENT","O2SLEEP","O2MEDICAL","O2TAKEN","O2UNKWN","OTHERSMTS","CAMPSITES","ROUTEMEMO","ACCIDENTS","ACHIEVMENT","AGENCY","COMRTE","STDRTE","PRIMRTE","PRIMMEM","PRIMREF","PRIMID","CHKSUM"
"1203","BARU13101","BARU",2013,1,"Spring",1,"Nepal","SE Ridge",NA,NA,NA,"Germany","Olaf Rieck","Leipziger Baruntse Expedition",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Mera La->Hunku Glacier",2013-04-23,2013-05-03,"1200",10,15,2013-05-08,1,"Success (main peak)",NA,7152,FALSE,FALSE,FALSE,2,300,4,2,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Summited Mera Peak","BC(23/04,5450m),ABC(24/04,5950m),C1(25/04,6150m),C2(01/05,6450m),Smt(03/05)","162513",NA,NA,"Multi Adventure",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2461624
"1204","CHOY13101","CHOY",2013,1,"Spring",2,"China","NW side",NA,NA,NA,"Spain","Xavier Juanola","Catalan Cho Oyu Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Kodari->Nyalam->Tingri",2013-04-19,2013-05-05,NA,16,18,2013-05-07,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 7400m due to route not open, no ropes above C2 and leader exhausted",7400,FALSE,FALSE,FALSE,2,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"CBC(19/04,4900m),IC(20/04,5300m),ABC(21/04,5700m),C1(26/04,6400m),C2(01/05,7200m),xxx(05/05,7400m)","162524",NA,NA,"Monterosa Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462031
"1205","CHOY13103","CHOY",2013,1,"Spring",2,"China","NW side",NA,NA,NA,"Spain","Julio Coloma","A Spaniard to Cho Oyu",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Kodari->Nyalam->Tingri",2013-04-18,2013-05-06,NA,18,22,2013-05-10,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 6900m due to lack of fixed ropes and poor route condition",6900,FALSE,FALSE,FALSE,2,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(18/04,4800m),ABC(21/04,5600m),C1(26/04,6400m),C2(06/05,6900m),xxx(06/05,6900m)","162527",NA,NA,"Makalu Adventure",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462032
"1206","CHOY13104","CHOY",2013,1,"Spring",2,"China","NW side",NA,NA,NA,"Austria","Ernst Meschik","Austrian Expedition Cho Oyu 2013",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Germany",NA,2013-04-26,2013-05-10,NA,14,19,2013-05-15,4,"Bad weather (storms, high winds)","Abandoned at 7513m due to bad weather and lack of fixed rope",7513,FALSE,FALSE,FALSE,2,0,6,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(26/04,4921m),ABC(29/04,5750m),C1(04/05,6417m),C2(09/05,7134m),xxx(10-11/05,7513m)","162532",NA,NA,"Thamserku Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462036
"1207","CHOY13105","CHOY",2013,1,"Spring",2,"China","NW side",NA,NA,NA,"Estonia","Uko Noulik","Uko & Anu Cho Oyu 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,NA,"Kodari->Nyalam->Tingri",2013-04-18,2013-05-13,"1000",25,27,2013-05-15,1,"Success (main peak)",NA,8188,FALSE,FALSE,FALSE,3,600,2,2,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(18/04,4850m),ABC(21/04,5700m),C1(26/04,6400m),C2(04/05,7200m),C3(12/05,7500m),Smt(13/05)","162552","Anu had frostbite (all fingers first digits)","1st Estonian female ascent of Cho Oyu?","Makalu Adventure",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462039
"1208","CHOY13106","CHOY",2013,1,"Spring",2,"China","NW side",NA,NA,NA,"Russia","Ilya Levchenko","Ilya Cho Oyu 2013",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Kodari->Nyalam->Tingri",2013-04-18,2013-05-01,NA,13,27,2013-05-15,10,"Route technically too difficult, lack of experience, strength, or motivation","Abandoned at 7200m due to lack of strength",7200,FALSE,FALSE,FALSE,2,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(18/04,4850m),ABC(21/04,5700m),C1(26/04,6400m),C2(01/05,7200m),xxx(01/05,7200m)","162819",NA,NA,"Monterosa Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462027
"1209","DHA113101","DHA1",2013,1,"Spring",1,"Nepal","NE Ridge",NA,NA,NA,"France","Armaud Pasquer",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Beni->Darban->Italian BC",2013-04-12,2013-04-22,NA,10,26,2013-05-08,4,"Bad weather (storms, high winds)","Abandoned at 6700m due to bad weather (mainly high wind)",6700,FALSE,FALSE,FALSE,2,400,4,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(12/04,4600m),C1(15/04,5700m),C2(22/04,6500,6700m),xxx(22/04,6700m)","162826",NA,NA,"Monterosa Treks",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2462288
"1210","EVER13108","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"UK","Farid Razavi-Mehr","Humbleness Everest Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2013-04-12,2013-04-15,NA,3,16,2013-04-28,7,"Illness, AMS, exhaustion, or frostbite","Abandoned at 5500m due to altitude sickness and lack of experience",5500,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(12/04,5300m),xxx(15/04,5500m)","162833",NA,NA,"Makalu Adventure (Snowy Horizon pmt)",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462821
"1211","EVER13104","EVER",2013,1,"Spring",2,"China","N Col-NE Ridge",NA,NA,NA,"Mexico","David Liano","Double Summit to Everest (S & N)",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Kodari->Nyalam->Tingri",2013-05-13,2013-05-19,"0436",6,8,2013-05-21,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Summited Everest south side (EVER-131-05)","BC(13/05,5100m),ABC(14/05,6492m),C1(15/05,7000m),C2(17/05,7700m),C3(18/05,8300m),Smt(19/05)","162843",NA,"1st person to climb Everest from two different sides in one season","Asian Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462855
"1212","EVER13115","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"USA","Bill Crouse","USA-India Everest 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"India","Lukla->Namche->Pangboche",2013-04-22,2013-05-19,"0440",27,30,2013-05-22,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,2,2,0,3,3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(22/04,5350m),C1(26/04,6000m),C2(28/04,6400m),C3(17/05,7300m),C4(18/05,7900m),Smt(19/05)","162854",NA,NA,"Himalayan Guides",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462855
"1213","EVER13105","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Mexico","David Liano","Double Summit to Everest (S & N)",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Khumbu Valley",2013-04-12,2013-05-11,"0805",29,30,2013-05-12,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Summited Lobuche East and Everest north side (EVER-131-04)","BC(12/04,5350m),C1(19/04,6000m),C2(23/04,6400m),C3(29/04,7300m),C4(10/05,7900m),Smt(11/05)","162860",NA,NA,"Asian Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462847
"1214","EVER13106","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"India","Umesh Zirpe","Giripremi Lhotse Everest 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2013-04-12,2013-05-17,"0745",35,39,2013-05-21,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,5,3,0,5,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Summited Lhotse (LHOT-131-02)","BC(12/04,5350m),C1(23/04,6100m),C2(28/04,6500m),C3(14/05,7000m),C4(15/05,7900m),Smt(17/05)","162893",NA,NA,"Peak Promotion",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462853
"1215","EVER13107","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Peru","Richard Hidalgo","Seven Summit Treks Everest Expedition 2013",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Lukla->Namche->Pangboche",2013-04-15,2013-05-20,NA,35,38,2013-05-23,4,"Bad weather (storms, high winds)","Abandoned at 7900m due to bad weather and fatigue",7900,FALSE,FALSE,FALSE,4,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(15/04,5350m),C1(20/04,6000m),C2(21/04,6400m),C3(29/04,7300m),C4(20/05,7900m),xxx(20/05,7900m)","162922",NA,NA,"Seven Summit Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462856
"1216","EVER13109","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"New Zealand","Dean Staples","Adventure Consultants Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Austria, Iceland, Sweden, USA, Venezuela","Pangboche->Island Peak",2013-04-14,2013-05-19,"0130",35,40,2013-05-24,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,14,11,0,24,24,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Summited Lhotse (LHOT-131-28)","BC(14/04,5350m),C1(24/04,6000m),C2(25/05,6400m),C3(16/05,7200m),C4,17/05,8000m),Smt(19-21/05)","140190",NA,NA,"Himalayan Guides",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462855
"1217","EVER13111","EVER",2013,1,"Spring",2,"China","N Col-NE Ridge",NA,NA,NA,"China","Wangchen Sonam","Holy Mountain Adventure Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2013-05-10,NA,0,0,NA,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,25,8,0,29,21,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Smt(10,17/05)","163022",NA,NA,"Holy Mountain Adventure",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462846
"1218","EVER13112","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"S Africa","Ronnie Muhl","South Africa/USA Everest Expedition",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"France, India, USA",NA,2013-04-11,2013-05-17,"0800",36,43,2013-05-24,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,5,3,0,6,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(11/04,5350m),C1(24/04,6000m),C2(25/04,6400m),C3(01/05,7300m),C4(15/05,7900m),Smt(17,21-22/05)","163044",NA,NA,"Dream Himalaya Adventures (Dawa from Arun Treks)",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462853
"1219","EVER13113","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"UK","Tim Mosedale","Tim Mosedale's Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, France, Macedonia","Pokalde",2013-04-20,2013-05-13,"0530",23,35,2013-05-25,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,7,5,0,6,5,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(20/04,5350m),C1(24/04,6050m),C2(26/04,6400m),C3(10/05,7300m),C4(11/05,7900m),Smt(13,19,23/05)","163074",NA,NA,"Himalayan Guides",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462849
"1220","EVER13114","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Spain","Carlos Pauner","Spanish Everest 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Andorra","Lukla->Namche->Pangboche",2013-04-15,2013-05-22,"0430",37,40,2013-05-25,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,3,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(15/04,5350m),C2(22/04,6400m),C3(04/05,7300m),C4(31/05,7900m),Smt(22/05)","163108","Slight frostbite to Martinez",NA,"Thamserku Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462858
"1221","EVER13116","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Argentina","Ursula Diaz","Seven Summit Treks Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Lukla->Namche->Pangboche",2013-04-09,2013-05-18,"0540",39,41,2013-05-20,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(09/04,5350m),C1(30/04,6000m),C2(01/05,6400m),C3(16/05,7300m),C4(17/05,7900m),Smt(18/05)","163122",NA,NA,"Seven Summit Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462854
"1222","EVER13117","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"S Korea","Woo Seok-Ju","Seven Summit Treks Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2013-04-09,2013-05-20,"1020",41,45,2013-05-24,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(09/04,5350m),C2(03/05,6400m),C3(04/05,7300m),C4(19/05,7900m),Smt(20/05)","163132",NA,NA,"Seven Summit Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462856
"1223","EVER13118","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Portugal","Maria Do Ceu Da Conceicao","Maria Do Ceu Da Conceicao Everest",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"India",NA,2013-04-10,2013-05-21,"0930",41,44,2013-05-24,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,2,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(10/04,5350m),C1(6000m),C2(27/04,6400m),C3(19/05,7300m),C4(20/05,7900m),Smt(21/05)","163138",NA,"1st Portuguese woman","Seven Summit Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462857
"1224","EVER13120","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Poland","Greg Michalek","Seven Summit Treks Everest Expedition 2013",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Lukla->Namche->Pangboche",2013-04-19,2013-05-17,NA,28,32,2013-05-21,4,"Bad weather (storms, high winds)","Abandoned at 8300m due to strong winds",8300,FALSE,FALSE,FALSE,4,0,1,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(19/04,5350m),C1(30/05,6000m),C2(01/05,6400m),C3(16/05,7100m),C4(17/05,7900m),xxx(17/05,8300m)","163149",NA,NA,"Seven Summit Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462853
"1225","EVER13121","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Japan","Naoko Watanabe","Seven Summit Treks Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2013-04-13,2013-05-18,"0630",35,41,2013-05-24,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(13/04,5350m),C1(26/04,6000m),C2(27/04,6400m),C3(16/05,7300m),C4(17/05,7900m),Smt(18/05)","163157",NA,NA,"Seven Summit Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462854
"1226","EVER13122","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Pakistan","Mirza Ali Baig","Indo-Pak Gender Equality Everest 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"India","Lukla->Namche->Pangboche",2013-04-09,2013-05-19,"0740",40,44,2013-05-23,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,5,4,0,6,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(09/04,5340m),C2(27/04,6400m),C3(17/05,7300m),C4(18/05,7900m),Smt(19,21/05)","45677",NA,"1st twin sisters to summit Everest?","Seven Summit Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462855
"1227","EVER13123","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"Singapore","Swee Chiow Khoo","Seven Summit Treks Everest Expedition 2013",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Lukla->Namche->Pangboche",2013-04-09,2013-05-17,NA,38,42,2013-05-21,7,"Illness, AMS, exhaustion, or frostbite","Abandoned at 7900m due to throat infection",7900,FALSE,FALSE,FALSE,2,0,1,0,0,2,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Had permit for Kangchenjunga","BC(09/04,5350m),C2(27/04,6100m),C3(16/05,7300m),C4(17/05,7900m),xxx(17/05,7900m)","163193",NA,NA,"Seven Summit Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462853
"1228","EVER13128","EVER",2013,1,"Spring",2,"China","N Col-NE Ridge",NA,NA,NA,"UK","Paul Noble","Adventure Peaks Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Ireland",NA,2013-04-13,2013-05-22,"0600",39,43,2013-05-26,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,11,8,0,6,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(13/04,5250m),ABC(20/04,6400m),C1(04/05,7000m),C2(20/05,7700m),C3(21/05,8300m),Smt(22/05)","163206",NA,NA,"Himalayan Guides",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462858
"1229","EVER13132","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"India","Somit Joshi","SSB (Border Police Force) Mount Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2013-04-15,2013-05-21,"0945",36,42,2013-05-27,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,10,5,0,6,6,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(15/04,5350m),C1(27/04,6000m),C2(28/04,6500m),C3(09/05,7200m),C4(20/05,7900m),Smt(21/05)","163232","Snowblindness for Negi and Chandola",NA,"Himalaya Expeditions",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462857
"1230","EVER13135","EVER",2013,1,"Spring",2,"China","N Col-NE Ridge",NA,NA,NA,"Ecuador","Ivan Vallejo","Ecuadorian Everest",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Kodari->Nyalam->Tingri",2013-04-15,2013-05-25,"0830",40,43,2013-05-28,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,5,3,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(15/04,5200m),ABC(20/04,6400m),C1(01/05,7000m),C2(05/05,7800m),C3(24/05,8300m),Smt(25/05)","163253",NA,NA,"Cho Oyu Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462861
"1231","EVER13136","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"USA","Damian Benegas","Benegas Brothers Expeditions (BBE) Everest 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Argentina, Brazil",NA,2013-04-13,2013-05-23,"0515",40,43,2013-05-26,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,3,2,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(13/04,5350m),C1(21/04,6000m),C2(23/04,6400m),C3(21/05,7300m),C4(22/05,7900m),Smt(23/05)","163272",NA,NA,"High Altitude Dreams",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462859
"1232","EVER13138","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"India","Surjit Singh Leishangthem","1st Northeast India Top of the World Expedition",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Lukla->Namche->Pangboche",2013-03-27,2013-05-17,"0800",51,57,2013-05-23,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,14,11,0,15,10,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(27/03,5350m),C1(19/04,6000m),C2(29/04,6400m),C3(30/04,7300m),C4(16/05,7900m),Smt(17-19,24/05)","163292",NA,NA,"Arun Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462853
"1233","EVER13139","EVER",2013,1,"Spring",2,"China","N Col-NE Ridge",NA,NA,NA,"Canada","Monique Richard","Friendship Everest Expedition 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Ireland, Norway, USA","Kodari->Nyalam->Tingri",2013-04-19,2013-05-19,"0700",30,34,2013-05-23,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,4,2,0,5,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(19/04,5200m),ABC(20/04,6400m),C1(01/05,7000m),C2(17/05,7700m),C3(18/05,8300m),Smt(19/05)","163320",NA,NA,"Himalayan Human Adventure",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462855
"1234","EVER13141","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"UK","Henry Todd","Himalayan Guides Everest 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Germany, USA","Lukla->Namche->Pangboche",2013-04-14,2013-05-13,"0600",29,31,2013-05-15,2,"Success (subpeak, foresummit)",NA,8849,FALSE,FALSE,FALSE,4,0,4,2,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(14/04,5350m),C1(24/04,6050m),C2(25/04,6400m),C3(10/05,7300m),C4(11/05,7900m),Smt(13/05)","163343","Proudlock slight frostbite",NA,"Himalayan Guides",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462849
"1235","EVER13142","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"USA","Scott Woolums","Mountain Trip Everest 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Lukla->Namche->Pangboche",2013-04-13,2013-05-22,"0730",39,42,2013-05-25,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,4,0,5,1,0,9,4,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(13/04,5350m),C1(22/04,6000m),C2(24/04,6400m),C3(05/05,7300m),C4(20/05,7900m),Smt(22/05)","163367","Vora had frostbite",NA,"Expedition Himalaya",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462858
"1236","EVER13144","EVER",2013,1,"Spring",1,"Nepal","S Col-SE Ridge",NA,NA,NA,"USA","Rory Stark","USA Everest 2013",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Lukla->Namche->Pangboche",2013-04-15,2013-05-23,"0515",38,41,2013-05-26,1,"Success (main peak)",NA,8849,FALSE,FALSE,FALSE,3,0,1,1,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"BC(15/04,5350m),C2(24/04,6400m),C3(04/05,7300m),C4(22/05,7900m),Smt(23/05)","163397",NA,NA,"High Altitude Dreams",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2462859
