"","EXPID","PEAKID","YEAR","SEASON","SEASON_FACTOR","HOST","HOST_FACTOR","ROUTE1","ROUTE2","ROUTE3","ROUTE4","NATION","LEADERS","SPONSOR","SUCCESS1","SUCCESS2","SUCCESS3","SUCCESS4","ASCENT1","ASCENT2","ASCENT3","ASCENT4","CLAIMED","DISPUTED","COUNTRIES","APPROACH","BCDATE","SMTDATE","SMTTIME","SMTDAYS","TOTDAYS","TERMDATE","TERMREASON","TERMREASON_FACTOR","TERMNOTE","HIGHPOINT","TRAVERSE","SKI","PARAPENTE","CAMPS","ROPE","TOTMEMBERS","SMTMEMBERS","MDEATHS","TOTHIRED","SMTHIRED","HDEATHS","NOHIRED","O2USED","O2NONE","O2CLIMB","O2DESCENT","O2SLEEP","O2MEDICAL","O2TAKEN","O2UNKWN","OTHERSMTS","CAMPSITES","ROUTEMEMO","ACCIDENTS","ACHIEVMENT","AGENCY","COMRTE","STDRTE","PRIMRTE","PRIMMEM","PRIMREF","PRIMID","CHKSUM"
"35","CHOY10108","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Spain","Javier Bermejo","Aoiz Cho Oyu 2010",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Kodari->Tingri",2010-04-17,2010-04-28,NA,11,27,2010-05-14,4,"Bad weather (storms, high winds)","Abandoned at 6800m due to bad weather",6800,FALSE,FALSE,FALSE,2,0,5,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(17/04,4900m),ABC(21/04,5500m),C1(26/04,6400m),C1.5(28/04,6800m),xxx(28/04,6800m)","140486",NA,NA,"Thamserku Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460880
"36","CHOY10109","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"USA","Eric Remza","International Mountain Guides (IMG) Cho Oyu Expedition 2010",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia",NA,2010-04-13,2010-05-17,"0800",34,26,2010-05-09,1,"Success (main peak)",NA,8188,FALSE,FALSE,FALSE,3,1400,8,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(13/04,4724m),ABC(17/04,5639m),C1(22/04,6400m),C2(15/05,7040m),C3(16/05,7467m),Smt(17/05)","140496",NA,NA,"Beyul Adventure",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460899
"37","CHOY10111","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Italy","Francisco Mich","Italian Cho Oyu Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Switzerland",NA,2010-04-25,2010-05-17,NA,22,32,2010-05-27,4,"Bad weather (storms, high winds)","Abandoned at 8175m due to snowing bad weather",8175,FALSE,FALSE,FALSE,2,0,12,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"BC(25/04,4835m),ABC(25/04,5700m),C1(03/05,6440m),C2(16/05,7135m),xxx(17/05,8175m)","140545","Fabrizio Defrancesco's cerebral edema; Fabrizio Bartoli ear problems",NA,"Cho Oyu Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460899
"38","CHOY10112","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"UK","Chris Szymiec","Adventure Peaks Cho Oyu Expedition 2010",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada, Ireland, Luxembourg",NA,2010-04-30,2010-05-24,"0700",24,27,2010-05-27,1,"Success (main peak)",NA,8188,FALSE,FALSE,FALSE,3,0,6,3,0,2,2,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"BC(30/04,4900m),ABC(03/05,5700m),C1(08/05,6400m),C2(11/05,7150m),C3(23/05,7500m),Smt(24/05)","140589",NA,NA,"Himalayan Guides",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460906
"39","CHOY10113","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"S Korea","Kim Jae-Soo","Colon Sport Cho Oyu-Annapurna Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-07,2010-04-25,NA,18,20,2010-04-27,4,"Bad weather (storms, high winds)","Abandoned at 8000m due to high wind and snow",8000,FALSE,FALSE,FALSE,3,0,2,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Had permit for Annapurna I","BC(07/04,4500m),ABC(10/04,5700m),C1(14/04,6400m),C2(23/04,7100m),C3(24/04,7400m),xxx(25/04,8000m)","140608","Frostbite both members noses, Kim's two right toes and fingers (but not serious)",NA,"Windhorse Trekking",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460877
"40","CHOY10114","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"UK","Maximo Kausch","SummitClimb International Cho Oyu Expedition 2010",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Australia, Finland, USA",NA,2010-04-30,2010-05-24,"1015",24,21,2010-05-21,1,"Success (main peak)",NA,8188,FALSE,FALSE,FALSE,3,70,5,2,0,3,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(30/04),ABC(02/05,5700m),C1(06/05,6400m),C2(10/05,7100m),C3(23/05,7520m),Smt(24/05)","140617",NA,NA,"Everest Parivar",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460906
"41","CHOY10115","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Russia","Alexander Shismov","Independent on Cho Oyu",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-15,2010-05-04,NA,19,32,2010-05-17,4,"Bad weather (storms, high winds)","Abandoned at 7200m due to very strong wind",7200,FALSE,FALSE,FALSE,2,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(15/04,4300m),ABC(19/04,5700m),C1(22/04,6400m),C1.5(02/05,6800m),C2(04/05,7200m),xxx(04/05,7200m)","140636",NA,NA,"Kamaz Travels (Monterosa Treks pmt)",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460886
"42","CHOY10110","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Spain","Lucia Lopez","Cho Oyu International Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-14,2010-05-22,NA,38,42,2010-05-26,4,"Bad weather (storms, high winds)","Abandoned at 8049m due to tiredness and high wind",8049,FALSE,FALSE,FALSE,3,0,3,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(14/04,5000m),ABC(18/04,5700m),C1(24/04,6400m),C1.5(02/05,6800m),C2(28/04,7150m),C3(21/05,7500m),xxx(22/05,8049m)","140643",NA,NA,"Monterosa Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460904
"43","CHOY10116","CHOY",2010,1,"Spring",2,"China","NW side",NA,NA,NA,"Russia","Sergei Nikitin","International Cho Oyu Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Zhangmu->Nyalam->Tingri",2010-04-15,2010-05-02,NA,17,0,NA,6,"Accident (death or serious injury)","Abandoned at 6800m due to unexplained death",6800,FALSE,FALSE,FALSE,1,0,1,0,1,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(15/04,4300m),ABC(19/04,5700m),C1(6400m),C1.5(02/05,6800m),xxx(02/05,6800m)","140657",NA,NA,"Monterosa Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2460884
"44","CHOY10301","CHOY",2010,3,"Autumn",2,"China","NW side",NA,NA,NA,"Italy","Adriano Favre","Valle d'Aosta Campo Base Cho Oyu Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-09-07,2010-09-20,NA,13,23,2010-09-30,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 7200m due to high wind forecast above Yellow Band, bad condition of mountain, no fixed rope",7200,FALSE,FALSE,FALSE,2,0,6,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(07/09,4800m),ABC(10/09,5550m),C1(15/09,6400m),C2(20/09,7200m),xxx(20/09,7200m)","140667",NA,NA,"Campobase Treks",TRUE,TRUE,FALSE,FALSE,FALSE,NA,2461025
"45","DHA110101","DHA1",2010,1,"Spring",1,"Nepal","NE Ridge",NA,NA,NA,"Austria","Stephan Keck","Alpinist at Dhaulagiri Ski Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Marpha->Damphus",2010-04-20,2010-04-29,NA,9,24,2010-05-14,4,"Bad weather (storms, high winds)","Abandoned at 6650m due to too much wind",6650,FALSE,FALSE,FALSE,2,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(20/04,4650m),C1(25/04,5800m),C2(29/04,6650m),xxx(29/04,6650m)","140680",NA,NA,"Active Holiday Nepal Treks",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2461196
"46","DHA110102","DHA1",2010,1,"Spring",1,"Nepal","NE Ridge",NA,NA,NA,"Switzerland","Richard Bolt","Kobler & Partner Dhaulagiri Jubilaeums Expedition 2010",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Austria, Germany, Italy","Darbang",2010-04-21,2010-04-29,NA,8,34,2010-05-25,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 6650m due to avalanche danger",6650,FALSE,FALSE,FALSE,2,0,13,0,0,5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(21/04,4650m),C1(25/04,5750m),C2(29/04,6650m),xxx(29/04,6650m)","140697",NA,NA,"Active Holiday Nepal Treks",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2461196
"47","DHA110103","DHA1",2010,1,"Spring",1,"Nepal","NE Ridge",NA,NA,NA,"France","Francois Marsigny","Marsigny Dhaulagiri Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Via French Pass",2010-04-25,2010-04-27,NA,2,4,2010-04-29,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 5800m due to bad weather and danger of serac fall",5800,FALSE,FALSE,FALSE,1,0,2,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(25/04,4700m),C1(27/04,5800m),xxx(27/04,5800m)","140718",NA,NA,"Thamserku Trekking (Tseringma Treks pmt)",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2461194
"48","DHA110104","DHA1",2010,1,"Spring",1,"Nepal","NE Ridge",NA,NA,NA,"Iran","Mahmoud Shoaei","Dhaulagiri Iranian Expedition",TRUE,FALSE,FALSE,FALSE,"151",NA,NA,NA,FALSE,FALSE,NA,"Fly to Pokhara, bus to Beni->Darvan->Bagar->Dovan->Italian BC",2010-03-26,2010-04-26,"1136",31,35,2010-04-30,1,"Success (main peak)",NA,8167,FALSE,FALSE,FALSE,3,1000,12,5,0,4,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(26/04,4750m),C1(05/04,5850m),C2(11/04,6800m),C3(25/04,7250m),Smt(26/04)","140742",NA,"1st successful Iranian expedition","Thamserku Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2461193
"49","DHA110105","DHA1",2010,1,"Spring",1,"Nepal","NE Ridge",NA,NA,NA,"China","Yang Chun-Feng","Chinese Dhaulagiri Expedition",TRUE,FALSE,FALSE,FALSE,"152",NA,NA,NA,FALSE,FALSE,NA,"Beni->Myagdi Khola->Italian BC",2010-04-18,2010-05-13,"1230",25,27,2010-05-15,1,"Success (main peak)",NA,8167,FALSE,FALSE,FALSE,3,1200,9,8,3,9,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Climbed Annapurna I (ANN1-101-11)","BC(18/04,4650m),C1(22/04,5700m),C2(11/05,6700m),C3(12/05,7500m),Smt(13/05)","140760",NA,NA,"Tseringma Treks",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2461210
"50","GAUG10201","GAUG",2010,2,"Summer",1,"Nepal",NA,NA,NA,NA,"USA","Peter Athans",NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,NA,11,"Did not reach base camp",NA,0,FALSE,FALSE,FALSE,0,0,6,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"140810",NA,NA,"Sherpa Shangri-La Trekking",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2325
"51","HIML10101","HIML",2010,1,"Spring",1,"Nepal","W Ridge",NA,NA,NA,"Peru","Gabriel Filippi","Two to Himlung",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"Canada","Koto->Phu",2010-04-29,2010-05-02,NA,3,5,2010-05-04,10,"Route technically too difficult, lack of experience, strength, or motivation","Abandoned at 5800m due to impassible crevasse",5800,FALSE,FALSE,FALSE,1,0,2,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attempted Everest (EVER-101-75, EVER-101-76)","BC(29/04,4800m),ABC(30/04,5200m),C1(01/05,5500m),xxx(02/05,5800m)","140825",NA,NA,"Mountain Tribes Trekking",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2457734
"52","HIML10102","HIML",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"S Korea","Lee Sang-Bae","2010 Korea Himalaya Himlung Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Besisahar->Tal->Koto->Dharmasala->Kyang->Phu",2010-04-24,2010-04-30,NA,6,18,2010-05-12,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",NA,5900,FALSE,FALSE,FALSE,1,7000,14,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(24/04,4800m),C1(27/04,5600m),xxx(30/04,5900m)","140834",NA,NA,"Asian Trekking",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2457732
"53","HIML10103","HIML",2010,1,"Spring",1,"Nepal","SW Ridge",NA,NA,NA,"Germany","Hans Honold","Kobler & Partner Himlung Expedition 2010",TRUE,FALSE,FALSE,FALSE,"34th",NA,NA,NA,FALSE,FALSE,"Austria","Koto->Phu",2010-05-07,2010-05-17,"1530",10,14,2010-05-21,1,"Success (main peak)",NA,7126,FALSE,FALSE,FALSE,2,200,6,4,0,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(07/05,4800m),C1(09/05,5400m),C2(14/05,6050m),Smt(17/05)","140847",NA,NA,"Active Holiday Nepal Treks",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2457749
"54","KANG10101","KANG",2010,1,"Spring",1,"Nepal","SW Face",NA,NA,NA,"S Korea","Hong Bo-Seong","Dynamic Busan Kangchenjunga & Annapurna Expedition",TRUE,FALSE,FALSE,FALSE,"79th",NA,NA,NA,FALSE,FALSE,NA,"Fly to Biratnagar, bus to Phidim->Tharpu->Dovan->Yamphudin->Ramje",2010-03-24,2010-04-29,"1325",36,38,2010-05-01,1,"Success (main peak)",NA,8586,FALSE,FALSE,FALSE,3,3700,4,2,0,2,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(24/03,5400m),C1(03/04,6300m),C2(04/04,6800m),C3(12/04,7550m),Smt(29/04)","140871",NA,NA,"Windhorse Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2457821
"55","KOJI10101","KOJI",2010,1,"Spring",1,"Nepal","E Face of S Ridge",NA,NA,NA,"Japan","Michihiro Honda","Team Honda to Kojichuwa Chuli",TRUE,FALSE,FALSE,FALSE,"1st",NA,NA,NA,FALSE,FALSE,NA,NA,2010-05-15,2010-05-25,"1900",10,14,2010-05-29,1,"Success (main peak)",NA,6439,FALSE,FALSE,FALSE,2,0,5,3,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"BC(15/05,3600m),ABC(21/05,4600m),C1(24/05,5100m),C2(24/05,5300m),Smt(25/05)","140902",NA,"1st ascent","Cosmo Treks",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2457982
"56","KYR110101","KYR1",2010,1,"Spring",1,"Nepal","W Ridge-S Face",NA,NA,NA,"Japan","Yoshichika Yamada","Japanese CCA Club Kyungga Ri Expedition 2010",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Syabru Besi->Riverside->Kyangin Gompa->Langshisa Kharka",2010-03-25,2010-03-31,NA,6,13,2010-04-07,4,"Bad weather (storms, high winds)","Abandoned at 5860m due to bad weather and lack of rope",5860,FALSE,FALSE,FALSE,2,750,4,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(25/03,4400m),ABC(26/03,5020m),C1(27/03,5500m),C2(31/03,5860m),xxx(31/03,5860m)","140926",NA,NA,"Nireekha Treks",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2457927
"57","LHOT10101","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"USA","Joby Ogwyn","Everest Wingsuit Expedition 2010",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-30,2010-05-07,NA,7,8,2010-05-08,12,"Did not attempt climb","Abandoned at 6400m (never really intended to summit)",6400,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(30/04,5350m),C1(06/05,5900m),xxx(07/05,6400m)","140934",NA,NA,"Himalayan Guides",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2458054
"58","LHOT10102","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"Russia","Alexei Bolotov","Lhotse Expedition",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,"New Zealand","Pangboche",2010-04-10,2010-05-16,"1815",36,39,2010-05-19,1,"Success (main peak)",NA,8516,FALSE,FALSE,FALSE,4,300,14,1,1,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(10/04,5300m),C1(15/04,6000m),C2(16/04,6400m),C3(22/04,7100m),C4(15/05,7800m),Smt(16/05)","140938","Duganov at C4 of HAPE or HACE",NA,"Cho Oyu Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2458063
"59","LHOT10103","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"USA","Dick Morse","US Lhotse Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Pangboche",2010-03-21,2010-05-15,NA,55,25,2010-04-15,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 7900m due to no tent at C4",7900,FALSE,FALSE,FALSE,3,200,1,0,0,1,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Attempted Ama Dablam (AMAD-101-08)","BC(16/04,5350m),C2(22/04,6400m),C3(26/04,7100m),C4(06/05,7900m),xxx(15/05,7900m)","140974",NA,NA,"Peak Promotion",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2458062
"60","LHOT10104","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"Spain","Catalina Quesada","Lhotse Female Andalusian Expedition",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Phakding->Namche->Tengboche->Pheriche->Lobuche",2010-04-23,2010-05-16,NA,23,28,2010-05-21,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 7600m due to icy snow conditions and no fixed ropes",7600,FALSE,FALSE,FALSE,2,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(23/04,5300m),C1(29/04,6100m),C2(30/04,6500m),xxx(16/05,7600m)","140987",NA,NA,"Monterosa Treks",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2458063
"61","LHOT10105","LHOT",2010,1,"Spring",1,"Nepal","S Col-W Face",NA,NA,NA,"Mexico","David Liano","Asian Trekking Eco-Everest Expedition 2010",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-05-18,2010-05-23,"1100",5,8,2010-05-26,1,"Success (main peak)",NA,8516,FALSE,FALSE,FALSE,3,0,1,0,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Climbed Everest South (EVER-101-15) and attempted Everest North (EVER-101-26)","BC(18/05,5300m),C2(19/05,6400m),C3(20/05,7000m),C4(22/05,7800m),Smt(23/05)","140994",NA,NA,"Asian Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,"EVER10115",2458070
"62","LHOT10106","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"USA","Cleo Weidlich","Asian Trekking Eco-Everest Expedition 2006",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Pangboche",2010-05-12,2010-05-24,NA,12,15,2010-05-27,5,"Bad conditions (deep snow, avalanching, falling ice, or rock)","Abandoned at 8218m due to bad snow conditions, no fixed rope",8218,FALSE,FALSE,FALSE,4,75,1,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Climbed Everest (EVER-101-16)","BC(12/05,5350m),C1(13/05,6100m),C2(14/05,6400m),C3(15/05,7400m),C4(23/05,7700m),xxx(24/05,8218m)","141011",NA,NA,"Asian Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,"EVER10116",2458071
"63","LHOT10107","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"Canada","Meagan McGrath","Meagan McGrath Adventurer Expedition 2010 to Lhotse",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-15,2010-05-23,"1030",38,41,2010-05-26,1,"Success (main peak)",NA,8516,FALSE,FALSE,FALSE,4,800,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"BC(15/04,5350m),C1(20/04,6100m),C2(21/04,6400m),C3(28/04,7100m),C4(21/05,7750m),Smt(23/05)","141023",NA,NA,"Asian Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2458070
"64","LHOT10108","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"Argentina","Matias Erroz","Argentinian on Lhotse",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Phakding->Namche->Pangboche->Lobuche",2010-05-06,2010-05-23,"0530",17,21,2010-05-27,1,"Success (main peak)",NA,8516,FALSE,FALSE,FALSE,3,0,1,1,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(06/05,5300m),C2(12/05,6200m),C3(15/05,6700m),C4(22/05,7900m),Smt(23/05)","141051",NA,"1st Argentinian to top without oxygen","High Altitude Dreams",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2458070
"65","LHOT10109","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"Italy","Tamara Lunger","Everest-Lhotse 2010",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Pangboche",2010-04-07,2010-05-23,"1023",46,49,2010-05-26,1,"Success (main peak)",NA,8516,FALSE,FALSE,FALSE,3,400,1,1,0,1,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Island Peak","BC(07/04,5350m),C2(13/04,6400m),C3(01/05,7150m),C4(22/05,7900m),Smt(23/05)","141059",NA,NA,"Cho Oyu Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2458070
"66","LHOT10110","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"Finland","Tomi Myllys","Everest-Lhotse 2010",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-05,2010-05-22,NA,47,51,2010-05-26,8,"Lack (or loss) of supplies, support or equipment","Abandoned at 7900m due to no fixed rope",7900,FALSE,FALSE,FALSE,4,150,2,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(05/04,5350m),C1(17/04,6100m),C2(21/04,6400m),C3(30/04,7100m),C4(21/05,7750m),xxx(22/05,7900m)","141072",NA,NA,"Thamserku Trekking",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2458069
"67","LHOT10111","LHOT",2010,1,"Spring",1,"Nepal","W Face",NA,NA,NA,"Sweden","Annelie Pompe","Fisherman's Friends Swedish Expedition to Lhotse",FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,"Pangboche",NA,NA,NA,0,0,NA,11,"Did not reach base camp",NA,0,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"141085",NA,NA,"Rolwaling Excursion",FALSE,TRUE,FALSE,FALSE,FALSE,NA,2730
"68","LHOT10112","LHOT",2010,1,"Spring",1,"Nepal","N Ridge-W Face up; W Face down",NA,NA,NA,"Kazakhstan","Maxut Zhumayev","Kazakhstan Military Expedition to Lhotse",TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,2010-04-25,2010-05-16,"1300",21,25,2010-05-20,1,"Success (main peak)",NA,8516,FALSE,FALSE,FALSE,4,50,7,3,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"BC(25/04),C1(28/04,6100m),C2(29/04,6550m),C3(05/05,7300m),C4(15/05,7900m),Smt(16/05)","65774",NA,NA,"Asian Trekking",FALSE,FALSE,FALSE,FALSE,FALSE,NA,2458063
